0.000000    -3.154580    -3.154580    -1.154827    -1.154827     1.154827     1.154827     3.154580     3.154580
0.002717    -3.154704    -3.154403    -1.155241    -1.154417     1.154417     1.155241     3.154403     3.154704
0.005435    -3.154775    -3.154172    -1.155658    -1.154012     1.154012     1.155658     3.154172     3.154775
0.008152    -3.154792    -3.153888    -1.156079    -1.153610     1.153610     1.156079     3.153888     3.154792
0.010870    -3.154755    -3.153551    -1.156503    -1.153213     1.153213     1.156503     3.153551     3.154755
0.013587    -3.154665    -3.153160    -1.156930    -1.152819     1.152819     1.156930     3.153160     3.154665
0.016304    -3.154520    -3.152715    -1.157358    -1.152429     1.152429     1.157358     3.152715     3.154520
0.019022    -3.154320    -3.152216    -1.157787    -1.152042     1.152042     1.157787     3.152216     3.154320
0.021739    -3.154066    -3.151663    -1.158217    -1.151657     1.151657     1.158217     3.151663     3.154066
0.024457    -3.153755    -3.151054    -1.158645    -1.151274     1.151274     1.158645     3.151054     3.153755
0.027174    -3.153388    -3.150391    -1.159072    -1.150892     1.150892     1.159072     3.150391     3.153388
0.029891    -3.152965    -3.149671    -1.159495    -1.150509     1.150509     1.159495     3.149671     3.152965
0.032609    -3.152484    -3.148896    -1.159914    -1.150126     1.150126     1.159914     3.148896     3.152484
0.035326    -3.151944    -3.148063    -1.160327    -1.149741     1.149741     1.160327     3.148063     3.151944
0.038043    -3.151346    -3.147172    -1.160733    -1.149352     1.149352     1.160733     3.147172     3.151346
0.040761    -3.150687    -3.146222    -1.161130    -1.148959     1.148959     1.161130     3.146222     3.150687
0.043478    -3.149968    -3.145214    -1.161515    -1.148559     1.148559     1.161515     3.145214     3.149968
0.046196    -3.149187    -3.144145    -1.161889    -1.148152     1.148152     1.161889     3.144145     3.149187
0.048913    -3.148343    -3.143015    -1.162248    -1.147736     1.147736     1.162248     3.143015     3.148343
0.051630    -3.147435    -3.141822    -1.162591    -1.147309     1.147309     1.162591     3.141822     3.147435
0.054348    -3.146462    -3.140567    -1.162915    -1.146869     1.146869     1.162915     3.140567     3.146462
0.057065    -3.145423    -3.139247    -1.163219    -1.146415     1.146415     1.163219     3.139247     3.145423
0.059783    -3.144316    -3.137862    -1.163501    -1.145944     1.145944     1.163501     3.137862     3.144316
0.062500    -3.143141    -3.136410    -1.163757    -1.145454     1.145454     1.163757     3.136410     3.143141
0.065217    -3.141896    -3.134891    -1.163987    -1.144944     1.144944     1.163987     3.134891     3.141896
0.067935    -3.140580    -3.133303    -1.164187    -1.144411     1.144411     1.164187     3.133303     3.140580
0.070652    -3.139191    -3.131644    -1.164355    -1.143852     1.143852     1.164355     3.131644     3.139191
0.073370    -3.137727    -3.129914    -1.164488    -1.143267     1.143267     1.164488     3.129914     3.137727
0.076087    -3.136189    -3.128110    -1.164584    -1.142651     1.142651     1.164584     3.128110     3.136189
0.078804    -3.134573    -3.126233    -1.164641    -1.142003     1.142003     1.164641     3.126233     3.134573
0.081522    -3.132879    -3.124279    -1.164655    -1.141320     1.141320     1.164655     3.124279     3.132879
0.084239    -3.131105    -3.122248    -1.164625    -1.140600     1.140600     1.164625     3.122248     3.131105
0.086957    -3.129249    -3.120138    -1.164547    -1.139839     1.139839     1.164547     3.120138     3.129249
0.089674    -3.127309    -3.117948    -1.164418    -1.139037     1.139037     1.164418     3.117948     3.127309
0.092391    -3.125285    -3.115676    -1.164236    -1.138188     1.138188     1.164236     3.115676     3.125285
0.095109    -3.123174    -3.113320    -1.163998    -1.137292     1.137292     1.163998     3.113320     3.123174
0.097826    -3.120975    -3.110879    -1.163701    -1.136345     1.136345     1.163701     3.110879     3.120975
0.100543    -3.118686    -3.108351    -1.163342    -1.135344     1.135344     1.163342     3.108351     3.118686
0.103261    -3.116306    -3.105734    -1.162919    -1.134287     1.134287     1.162919     3.105734     3.116306
0.105978    -3.113831    -3.103028    -1.162428    -1.133170     1.133170     1.162428     3.103028     3.113831
0.108696    -3.111262    -3.100229    -1.161867    -1.131991     1.131991     1.161867     3.100229     3.111262
0.111413    -3.108596    -3.097337    -1.161233    -1.130748     1.130748     1.161233     3.097337     3.108596
0.114130    -3.105831    -3.094350    -1.160522    -1.129436     1.129436     1.160522     3.094350     3.105831
0.116848    -3.102966    -3.091265    -1.159732    -1.128054     1.128054     1.159732     3.091265     3.102966
0.119565    -3.099998    -3.088082    -1.158860    -1.126598     1.126598     1.158860     3.088082     3.099998
0.122283    -3.096926    -3.084799    -1.157903    -1.125065     1.125065     1.157903     3.084799     3.096926
0.125000    -3.093749    -3.081413    -1.156859    -1.123453     1.123453     1.156859     3.081413     3.093749
0.127717    -3.090464    -3.077923    -1.155723    -1.121758     1.121758     1.155723     3.077923     3.090464
0.130435    -3.087069    -3.074327    -1.154494    -1.119979     1.119979     1.154494     3.074327     3.087069
0.133152    -3.083563    -3.070625    -1.153169    -1.118111     1.118111     1.153169     3.070625     3.083563
0.135870    -3.079945    -3.066812    -1.151745    -1.116152     1.116152     1.151745     3.066812     3.079945
0.138587    -3.076211    -3.062889    -1.150219    -1.114100     1.114100     1.150219     3.062889     3.076211
0.141304    -3.072361    -3.058854    -1.148588    -1.111951     1.111951     1.148588     3.058854     3.072361
0.144022    -3.068393    -3.054704    -1.146850    -1.109703     1.109703     1.146850     3.054704     3.068393
0.146739    -3.064306    -3.050438    -1.145002    -1.107353     1.107353     1.145002     3.050438     3.064306
0.149457    -3.060096    -3.046054    -1.143041    -1.104898     1.104898     1.143041     3.046054     3.060096
0.152174    -3.055764    -3.041551    -1.140965    -1.102336     1.102336     1.140965     3.041551     3.055764
