0.000000    -0.040000    -0.040000     0.040000     0.040000
0.001000    -0.043004    -0.043004     0.037977     0.037977
0.002000    -0.046954    -0.046954     0.036901     0.036901
0.003000    -0.051758    -0.051758     0.036679     0.036679
0.004000    -0.057291    -0.057291     0.037187     0.037187
0.005000    -0.063423    -0.063423     0.038295     0.038295
0.006000    -0.070036    -0.070036     0.039883     0.039883
0.007000    -0.077028    -0.077028     0.041853     0.041853
0.008000    -0.084320    -0.084320     0.044124     0.044124
0.009000    -0.091849    -0.091849     0.046634     0.046634
0.010000    -0.099565    -0.099565     0.049333     0.049333
0.011000    -0.107432    -0.107432     0.052184     0.052184
0.012000    -0.115419    -0.115419     0.055158     0.055158
0.013000    -0.123504    -0.123504     0.058232     0.058232
0.014000    -0.131669    -0.131669     0.061388     0.061388
0.015000    -0.139900    -0.139900     0.064613     0.064613
0.016000    -0.148184    -0.148184     0.067895     0.067895
0.017000    -0.156513    -0.156513     0.071224     0.071224
0.018000    -0.164878    -0.164878     0.074593     0.074593
0.019000    -0.173274    -0.173274     0.077996     0.077996
0.020000    -0.181695    -0.181695     0.081428     0.081428
0.021000    -0.190136    -0.190136     0.084885     0.084885
0.022000    -0.198595    -0.198595     0.088363     0.088363
0.023000    -0.207067    -0.207067     0.091858     0.091858
0.024000    -0.215550    -0.215550     0.095369     0.095369
0.025000    -0.224041    -0.224041     0.098894     0.098894
0.026000    -0.232539    -0.232539     0.102429     0.102429
0.027000    -0.241041    -0.241041     0.105974     0.105974
0.028000    -0.249545    -0.249545     0.109526     0.109526
0.029000    -0.258050    -0.258050     0.113086     0.113086
0.030000    -0.266556    -0.266556     0.116651     0.116651
0.031000    -0.275059    -0.275059     0.120220     0.120220
0.032000    -0.283560    -0.283560     0.123792     0.123792
0.033000    -0.292058    -0.292058     0.127368     0.127368
0.034000    -0.300550    -0.300550     0.130945     0.130945
0.035000    -0.309038    -0.309038     0.134523     0.134523
0.036000    -0.317518    -0.317518     0.138102     0.138102
0.037000    -0.325992    -0.325992     0.141680     0.141680
0.038000    -0.334457    -0.334457     0.145258     0.145258
0.039000    -0.342914    -0.342914     0.148835     0.148835
0.040000    -0.351362    -0.351362     0.152410     0.152410
0.041000    -0.359800    -0.359800     0.155983     0.155983
0.042000    -0.368227    -0.368227     0.159554     0.159554
0.043000    -0.376643    -0.376643     0.163122     0.163122
0.044000    -0.385048    -0.385048     0.166687     0.166687
0.045000    -0.393440    -0.393440     0.170248     0.170248
0.046000    -0.401820    -0.401820     0.173805     0.173805
0.047000    -0.410187    -0.410187     0.177358     0.177358
0.048000    -0.418539    -0.418539     0.180906     0.180906
0.049000    -0.426878    -0.426878     0.184450     0.184450
0.050000    -0.435202    -0.435202     0.187988     0.187988
0.051000    -0.443511    -0.443511     0.191522     0.191522
0.052000    -0.451804    -0.451804     0.195049     0.195049
0.053000    -0.460081    -0.460081     0.198571     0.198571
0.054000    -0.468342    -0.468342     0.202087     0.202087
0.055000    -0.476587    -0.476587     0.205596     0.205596
0.056000    -0.484814    -0.484814     0.209099     0.209099
0.057000    -0.493023    -0.493023     0.212595     0.212595
0.058000    -0.501214    -0.501214     0.216085     0.216085
0.059000    -0.509387    -0.509387     0.219567     0.219567
0.060000    -0.517541    -0.517541     0.223042     0.223042
0.061000    -0.525676    -0.525676     0.226509     0.226509
0.062000    -0.533791    -0.533791     0.229968     0.229968
0.063000    -0.541887    -0.541887     0.233420     0.233420
0.064000    -0.549962    -0.549962     0.236863     0.236863
0.065000    -0.558016    -0.558016     0.240298     0.240298
0.066000    -0.566050    -0.566050     0.243725     0.243725
0.067000    -0.574062    -0.574062     0.247142     0.247142
0.068000    -0.582052    -0.582052     0.250551     0.250551
0.069000    -0.590020    -0.590020     0.253952     0.253952
0.070000    -0.597966    -0.597966     0.257342     0.257342
0.071000    -0.605889    -0.605889     0.260724     0.260724
0.072000    -0.613788    -0.613788     0.264096     0.264096
0.073000    -0.621665    -0.621665     0.267458     0.267458
0.074000    -0.629517    -0.629517     0.270811     0.270811
0.075000    -0.637345    -0.637345     0.274153     0.274153
0.076000    -0.645149    -0.645149     0.277485     0.277485
0.077000    -0.652928    -0.652928     0.280807     0.280807
0.078000    -0.660682    -0.660682     0.284119     0.284119
0.079000    -0.668410    -0.668410     0.287420     0.287420
0.080000    -0.676113    -0.676113     0.290710     0.290710
0.081000    -0.683789    -0.683789     0.293989     0.293989
0.082000    -0.691439    -0.691439     0.297257     0.297257
0.083000    -0.699062    -0.699062     0.300514     0.300514
0.084000    -0.706658    -0.706658     0.303760     0.303760
0.085000    -0.714227    -0.714227     0.306994     0.306994
0.086000    -0.721768    -0.721768     0.310216     0.310216
0.087000    -0.729281    -0.729281     0.313427     0.313427
0.088000    -0.736766    -0.736766     0.316626     0.316626
0.089000    -0.744222    -0.744222     0.319813     0.319813
0.090000    -0.751648    -0.751648     0.322987     0.322987
0.091000    -0.759046    -0.759046     0.326149     0.326149
0.092000    -0.766414    -0.766414     0.329299     0.329299
0.093000    -0.773753    -0.773753     0.332436     0.332436
0.094000    -0.781061    -0.781061     0.335560     0.335560
0.095000    -0.788338    -0.788338     0.338672     0.338672
0.096000    -0.795585    -0.795585     0.341770     0.341770
0.097000    -0.802801    -0.802801     0.344855     0.344855
0.098000    -0.809985    -0.809985     0.347927     0.347927
0.099000    -0.817138    -0.817138     0.350986     0.350986
0.100000    -0.824259    -0.824259     0.354031     0.354031
0.101000    -0.831347    -0.831347     0.357062     0.357062
0.102000    -0.838403    -0.838403     0.360080     0.360080
0.103000    -0.845427    -0.845427     0.363083     0.363083
0.104000    -0.852417    -0.852417     0.366073     0.366073
0.105000    -0.859374    -0.859374     0.369048     0.369048
0.106000    -0.866297    -0.866297     0.372009     0.372009
0.107000    -0.873186    -0.873186     0.374956     0.374956
0.108000    -0.880041    -0.880041     0.377888     0.377888
0.109000    -0.886862    -0.886862     0.380806     0.380806
0.110000    -0.893647    -0.893647     0.383708     0.383708
0.111000    -0.900398    -0.900398     0.386596     0.386596
0.112000    -0.907114    -0.907114     0.389469     0.389469
0.113000    -0.913793    -0.913793     0.392326     0.392326
0.114000    -0.920437    -0.920437     0.395169     0.395169
0.115000    -0.927045    -0.927045     0.397996     0.397996
0.116000    -0.933617    -0.933617     0.400807     0.400807
0.117000    -0.940152    -0.940152     0.403603     0.403603
0.118000    -0.946649    -0.946649     0.406383     0.406383
0.119000    -0.953110    -0.953110     0.409148     0.409148
0.120000    -0.959534    -0.959534     0.411896     0.411896
0.121000    -0.965919    -0.965919     0.414628     0.414628
0.122000    -0.972267    -0.972267     0.417344     0.417344
0.123000    -0.978577    -0.978577     0.420044     0.420044
0.124000    -0.984848    -0.984848     0.422728     0.422728
0.125000    -0.991080    -0.991080     0.425395     0.425395
0.126000    -0.997273    -0.997273     0.428045     0.428045
0.127000    -1.003428    -1.003428     0.430678     0.430678
0.128000    -1.009542    -1.009542     0.433295     0.433295
0.129000    -1.015618    -1.015618     0.435895     0.435895
0.130000    -1.021653    -1.021653     0.438478     0.438478
0.131000    -1.027648    -1.027648     0.441043     0.441043
0.132000    -1.033602    -1.033602     0.443592     0.443592
0.133000    -1.039516    -1.039516     0.446123     0.446123
0.134000    -1.045389    -1.045389     0.448636     0.448636
0.135000    -1.051221    -1.051221     0.451132     0.451132
0.136000    -1.057012    -1.057012     0.453611     0.453611
0.137000    -1.062761    -1.062761     0.456071     0.456071
0.138000    -1.068468    -1.068468     0.458514     0.458514
0.139000    -1.074133    -1.074133     0.460939     0.460939
0.140000    -1.079756    -1.079756     0.463346     0.463346
0.141000    -1.085337    -1.085337     0.465734     0.465734
0.142000    -1.090874    -1.090874     0.468104     0.468104
0.143000    -1.096369    -1.096369     0.470456     0.470456
0.144000    -1.101821    -1.101821     0.472790     0.472790
0.145000    -1.107229    -1.107229     0.475105     0.475105
0.146000    -1.112593    -1.112593     0.477401     0.477401
0.147000    -1.117914    -1.117914     0.479679     0.479679
0.148000    -1.123191    -1.123191     0.481938     0.481938
0.149000    -1.128424    -1.128424     0.484178     0.484178
0.150000    -1.133612    -1.133612     0.486398     0.486398
0.151000    -1.138756    -1.138756     0.488600     0.488600
0.152000    -1.143854    -1.143854     0.490783     0.490783
0.153000    -1.148908    -1.148908     0.492946     0.492946
0.154000    -1.153916    -1.153916     0.495090     0.495090
0.155000    -1.158879    -1.158879     0.497215     0.497215
0.156000    -1.163797    -1.163797     0.499320     0.499320
0.157000    -1.168668    -1.168668     0.501406     0.501406
0.158000    -1.173494    -1.173494     0.503471     0.503471
0.159000    -1.178273    -1.178273     0.505518     0.505518
0.160000    -1.183006    -1.183006     0.507544     0.507544
0.161000    -1.187692    -1.187692     0.509550     0.509550
