0.000000    -3.463822    -3.463822    -3.445141    -3.445141    -3.421729    -3.421729    -3.414034    -3.414034    -3.386517    -3.386517    -3.370539    -3.370539    -3.328349    -3.328349    -3.314721    -3.314721    -3.248004    -3.248004    -3.246668    -3.246668    -3.166507    -3.166507    -3.146570    -3.146570    -3.074418    -3.074418    -3.025453    -3.025453    -2.970651    -2.970651    -2.886382    -2.886382    -2.855553    -2.855553    -2.731428    -2.731428    -2.729611    -2.729611    -2.593496    -2.593496    -2.563041    -2.563041    -2.448129    -2.448129    -2.384107    -2.384107    -2.294780    -2.294780    -2.198059    -2.198059    -2.135190    -2.135190    -2.009038    -2.009038    -1.971758    -1.971758    -1.822152    -1.822152    -1.807810    -1.807810    -1.647972    -1.647972    -1.643837    -1.643837    -1.498653    -1.498653    -1.482278    -1.482278    -1.368520    -1.368520    -1.347624    -1.347624    -1.268514    -1.268514    -1.251359    -1.251359    -1.210512    -1.210512    -1.203893    -1.203893     1.203893     1.203893     1.210512     1.210512     1.251359     1.251359     1.268514     1.268514     1.347624     1.347624     1.368520     1.368520     1.482278     1.482278     1.498653     1.498653     1.643837     1.643837     1.647972     1.647972     1.807810     1.807810     1.822152     1.822152     1.971758     1.971758     2.009038     2.009038     2.135190     2.135190     2.198059     2.198059     2.294780     2.294780     2.384107     2.384107     2.448129     2.448129     2.563041     2.563041     2.593496     2.593496     2.729611     2.729611     2.731428     2.731428     2.855553     2.855553     2.886382     2.886382     2.970651     2.970651     3.025453     3.025453     3.074418     3.074418     3.146570     3.146570     3.166507     3.166507     3.246668     3.246668     3.248004     3.248004     3.314721     3.314721     3.328349     3.328349     3.370539     3.370539     3.386517     3.386517     3.414034     3.414034     3.421729     3.421729     3.445141     3.445141     3.463822     3.463822
0.000500    -3.463865    -3.463865    -3.445188    -3.445188    -3.421787    -3.421787    -3.414088    -3.414088    -3.386555    -3.386555    -3.370522    -3.370522    -3.328372    -3.328372    -3.314729    -3.314729    -3.248090    -3.248090    -3.246619    -3.246619    -3.166529    -3.166529    -3.146586    -3.146586    -3.074436    -3.074436    -3.025474    -3.025474    -2.970665    -2.970665    -2.886406    -2.886406    -2.855565    -2.855565    -2.731468    -2.731468    -2.729607    -2.729607    -2.593506    -2.593506    -2.563069    -2.563069    -2.448139    -2.448139    -2.384140    -2.384140    -2.294791    -2.294791    -2.198099    -2.198099    -2.135204    -2.135204    -2.009091    -2.009091    -1.971778    -1.971778    -1.822239    -1.822239    -1.807833    -1.807833    -1.648186    -1.648186    -1.643816    -1.643816    -1.498948    -1.498948    -1.482405    -1.482405    -1.370227    -1.370227    -1.346490    -1.346490    -1.268041    -1.268041    -1.250476    -1.250476    -1.210093    -1.210093    -1.203439    -1.203439     1.203439     1.203439     1.210093     1.210093     1.250476     1.250476     1.268041     1.268041     1.346490     1.346490     1.370227     1.370227     1.482405     1.482405     1.498948     1.498948     1.643816     1.643816     1.648186     1.648186     1.807833     1.807833     1.822239     1.822239     1.971778     1.971778     2.009091     2.009091     2.135204     2.135204     2.198099     2.198099     2.294791     2.294791     2.384140     2.384140     2.448139     2.448139     2.563069     2.563069     2.593506     2.593506     2.729607     2.729607     2.731468     2.731468     2.855565     2.855565     2.886406     2.886406     2.970665     2.970665     3.025474     3.025474     3.074436     3.074436     3.146586     3.146586     3.166529     3.166529     3.246619     3.246619     3.248090     3.248090     3.314729     3.314729     3.328372     3.328372     3.370522     3.370522     3.386555     3.386555     3.414088     3.414088     3.421787     3.421787     3.445188     3.445188     3.463865     3.463865
0.001000    -3.463996    -3.463996    -3.445329    -3.445329    -3.421958    -3.421958    -3.414251    -3.414251    -3.386669    -3.386669    -3.370472    -3.370472    -3.328440    -3.328440    -3.314755    -3.314755    -3.248318    -3.248318    -3.246502    -3.246502    -3.166595    -3.166595    -3.146635    -3.146635    -3.074488    -3.074488    -3.025537    -3.025537    -2.970708    -2.970708    -2.886478    -2.886478    -2.855599    -2.855599    -2.731584    -2.731584    -2.729600    -2.729600    -2.593536    -2.593536    -2.563153    -2.563153    -2.448167    -2.448167    -2.384239    -2.384239    -2.294822    -2.294822    -2.198220    -2.198220    -2.135245    -2.135245    -2.009251    -2.009251    -1.971839    -1.971839    -1.822500    -1.822500    -1.807906    -1.807906    -1.648786    -1.648786    -1.643797    -1.643797    -1.499809    -1.499809    -1.482818    -1.482818    -1.374461    -1.374461    -1.343877    -1.343877    -1.266685    -1.266685    -1.247849    -1.247849    -1.208842    -1.208842    -1.202078    -1.202078     1.202078     1.202078     1.208842     1.208842     1.247849     1.247849     1.266685     1.266685     1.343877     1.343877     1.374461     1.374461     1.482818     1.482818     1.499809     1.499809     1.643797     1.643797     1.648786     1.648786     1.807906     1.807906     1.822500     1.822500     1.971839     1.971839     2.009251     2.009251     2.135245     2.135245     2.198220     2.198220     2.294822     2.294822     2.384239     2.384239     2.448167     2.448167     2.563153     2.563153     2.593536     2.593536     2.729600     2.729600     2.731584     2.731584     2.855599     2.855599     2.886478     2.886478     2.970708     2.970708     3.025537     3.025537     3.074488     3.074488     3.146635     3.146635     3.166595     3.166595     3.246502     3.246502     3.248318     3.248318     3.314755     3.314755     3.328440     3.328440     3.370472     3.370472     3.386669     3.386669     3.414251     3.414251     3.421958     3.421958     3.445329     3.445329     3.463996     3.463996
0.001500    -3.464214    -3.464214    -3.445563    -3.445563    -3.422241    -3.422241    -3.414521    -3.414521    -3.386864    -3.386864    -3.370390    -3.370390    -3.328552    -3.328552    -3.314799    -3.314799    -3.248640    -3.248640    -3.246365    -3.246365    -3.166705    -3.166705    -3.146717    -3.146717    -3.074574    -3.074574    -3.025641    -3.025641    -2.970779    -2.970779    -2.886597    -2.886597    -2.855657    -2.855657    -2.731766    -2.731766    -2.729598    -2.729598    -2.593585    -2.593585    -2.563293    -2.563293    -2.448213    -2.448213    -2.384404    -2.384404    -2.294874    -2.294874    -2.198421    -2.198421    -2.135314    -2.135314    -2.009517    -2.009517    -1.971941    -1.971941    -1.822928    -1.822928    -1.808035    -1.808035    -1.649681    -1.649681    -1.643873    -1.643873    -1.501176    -1.501176    -1.483601    -1.483601    -1.379918    -1.379918    -1.340811    -1.340811    -1.264583    -1.264583    -1.243565    -1.243565    -1.206775    -1.206775    -1.199818    -1.199818     1.199818     1.199818     1.206775     1.206775     1.243565     1.243565     1.264583     1.264583     1.340811     1.340811     1.379918     1.379918     1.483601     1.483601     1.501176     1.501176     1.643873     1.643873     1.649681     1.649681     1.808035     1.808035     1.822928     1.822928     1.971941     1.971941     2.009517     2.009517     2.135314     2.135314     2.198421     2.198421     2.294874     2.294874     2.384404     2.384404     2.448213     2.448213     2.563293     2.563293     2.593585     2.593585     2.729598     2.729598     2.731766     2.731766     2.855657     2.855657     2.886597     2.886597     2.970779     2.970779     3.025641     3.025641     3.074574     3.074574     3.146717     3.146717     3.166705     3.166705     3.246365     3.246365     3.248640     3.248640     3.314799     3.314799     3.328552     3.328552     3.370390     3.370390     3.386864     3.386864     3.414521     3.414521     3.422241     3.422241     3.445563     3.445563     3.464214     3.464214
0.002000    -3.464519    -3.464519    -3.445888    -3.445888    -3.422631    -3.422631    -3.414900    -3.414900    -3.387144    -3.387144    -3.370276    -3.370276    -3.328706    -3.328706    -3.314861    -3.314861    -3.249026    -3.249026    -3.246237    -3.246237    -3.166858    -3.166858    -3.146831    -3.146831    -3.074696    -3.074696    -3.025787    -3.025787    -2.970880    -2.970880    -2.886763    -2.886763    -2.855739    -2.855739    -2.732004    -2.732004    -2.729613    -2.729613    -2.593655    -2.593655    -2.563489    -2.563489    -2.448278    -2.448278    -2.384634    -2.384634    -2.294948    -2.294948    -2.198701    -2.198701    -2.135413    -2.135413    -2.009887    -2.009887    -1.972086    -1.972086    -1.823514    -1.823514    -1.808231    -1.808231    -1.650791    -1.650791    -1.644129    -1.644129    -1.502961    -1.502961    -1.484882    -1.484882    -1.385779    -1.385779    -1.337709    -1.337709    -1.261872    -1.261872    -1.237806    -1.237806    -1.203913    -1.203913    -1.196673    -1.196673     1.196673     1.196673     1.203913     1.203913     1.237806     1.237806     1.261872     1.261872     1.337709     1.337709     1.385779     1.385779     1.484882     1.484882     1.502961     1.502961     1.644129     1.644129     1.650791     1.650791     1.808231     1.808231     1.823514     1.823514     1.972086     1.972086     2.009887     2.009887     2.135413     2.135413     2.198701     2.198701     2.294948     2.294948     2.384634     2.384634     2.448278     2.448278     2.563489     2.563489     2.593655     2.593655     2.729613     2.729613     2.732004     2.732004     2.855739     2.855739     2.886763     2.886763     2.970880     2.970880     3.025787     3.025787     3.074696     3.074696     3.146831     3.146831     3.166858     3.166858     3.246237     3.246237     3.249026     3.249026     3.314861     3.314861     3.328706     3.328706     3.370276     3.370276     3.387144     3.387144     3.414900     3.414900     3.422631     3.422631     3.445888     3.445888     3.464519     3.464519
0.002500    -3.464910    -3.464910    -3.446306    -3.446306    -3.423122    -3.423122    -3.415384    -3.415384    -3.387517    -3.387517    -3.370135    -3.370135    -3.328901    -3.328901    -3.314944    -3.314944    -3.249460    -3.249460    -3.246135    -3.246135    -3.167056    -3.167056    -3.146978    -3.146978    -3.074852    -3.074852    -3.025974    -3.025974    -2.971010    -2.971010    -2.886976    -2.886976    -2.855845    -2.855845    -2.732287    -2.732287    -2.729653    -2.729653    -2.593743    -2.593743    -2.563743    -2.563743    -2.448363    -2.448363    -2.384930    -2.384930    -2.295043    -2.295043    -2.199061    -2.199061    -2.135541    -2.135541    -2.010360    -2.010360    -1.972278    -1.972278    -1.824247    -1.824247    -1.808506    -1.808506    -1.652058    -1.652058    -1.644630    -1.644630    -1.505066    -1.505066    -1.486816    -1.486816    -1.391520    -1.391520    -1.334637    -1.334637    -1.258640    -1.258640    -1.230834    -1.230834    -1.200272    -1.200272    -1.192670    -1.192670     1.192670     1.192670     1.200272     1.200272     1.230834     1.230834     1.258640     1.258640     1.334637     1.334637     1.391520     1.391520     1.486816     1.486816     1.505066     1.505066     1.644630     1.644630     1.652058     1.652058     1.808506     1.808506     1.824247     1.824247     1.972278     1.972278     2.010360     2.010360     2.135541     2.135541     2.199061     2.199061     2.295043     2.295043     2.384930     2.384930     2.448363     2.448363     2.563743     2.563743     2.593743     2.593743     2.729653     2.729653     2.732287     2.732287     2.855845     2.855845     2.886976     2.886976     2.971010     2.971010     3.025974     3.025974     3.074852     3.074852     3.146978     3.146978     3.167056     3.167056     3.246135     3.246135     3.249460     3.249460     3.314944     3.314944     3.328901     3.328901     3.370135     3.370135     3.387517     3.387517     3.415384     3.415384     3.423122     3.423122     3.446306     3.446306     3.464910     3.464910
0.003000    -3.465386    -3.465386    -3.446812    -3.446812    -3.423707    -3.423707    -3.415975    -3.415975    -3.387989    -3.387989    -3.369972    -3.369972    -3.329132    -3.329132    -3.315048    -3.315048    -3.249933    -3.249933    -3.246068    -3.246068    -3.167296    -3.167296    -3.147157    -3.147157    -3.075044    -3.075044    -3.026202    -3.026202    -2.971169    -2.971169    -2.887234    -2.887234    -2.855976    -2.855976    -2.732612    -2.732612    -2.729726    -2.729726    -2.593851    -2.593851    -2.564053    -2.564053    -2.448466    -2.448466    -2.385292    -2.385292    -2.295161    -2.295161    -2.199500    -2.199500    -2.135699    -2.135699    -2.010933    -2.010933    -1.972519    -1.972519    -1.825115    -1.825115    -1.808877    -1.808877    -1.653434    -1.653434    -1.645434    -1.645434    -1.507392    -1.507392    -1.489557    -1.489557    -1.396746    -1.396746    -1.331537    -1.331537    -1.254939    -1.254939    -1.222941    -1.222941    -1.195855    -1.195855    -1.187848    -1.187848     1.187848     1.187848     1.195855     1.195855     1.222941     1.222941     1.254939     1.254939     1.331537     1.331537     1.396746     1.396746     1.489557     1.489557     1.507392     1.507392     1.645434     1.645434     1.653434     1.653434     1.808877     1.808877     1.825115     1.825115     1.972519     1.972519     2.010933     2.010933     2.135699     2.135699     2.199500     2.199500     2.295161     2.295161     2.385292     2.385292     2.448466     2.448466     2.564053     2.564053     2.593851     2.593851     2.729726     2.729726     2.732612     2.732612     2.855976     2.855976     2.887234     2.887234     2.971169     2.971169     3.026202     3.026202     3.075044     3.075044     3.147157     3.147157     3.167296     3.167296     3.246068     3.246068     3.249933     3.249933     3.315048     3.315048     3.329132     3.329132     3.369972     3.369972     3.387989     3.387989     3.415975     3.415975     3.423707     3.423707     3.446812     3.446812     3.465386     3.465386
0.003500    -3.465946    -3.465946    -3.447407    -3.447407    -3.424380    -3.424380    -3.416668    -3.416668    -3.388565    -3.388565    -3.369795    -3.369795    -3.329395    -3.329395    -3.315176    -3.315176    -3.250436    -3.250436    -3.246041    -3.246041    -3.167579    -3.167579    -3.147370    -3.147370    -3.075271    -3.075271    -3.026470    -3.026470    -2.971359    -2.971359    -2.887537    -2.887537    -2.856133    -2.856133    -2.732974    -2.732974    -2.729832    -2.729832    -2.593978    -2.593978    -2.564419    -2.564419    -2.448589    -2.448589    -2.385718    -2.385718    -2.295302    -2.295302    -2.200015    -2.200015    -2.135890    -2.135890    -2.011604    -2.011604    -1.972813    -1.972813    -1.826105    -1.826105    -1.809356    -1.809356    -1.654878    -1.654878    -1.646589    -1.646589    -1.509851    -1.509851    -1.493224    -1.493224    -1.401148    -1.401148    -1.328322    -1.328322    -1.250800    -1.250800    -1.214419    -1.214419    -1.190638    -1.190638    -1.182260    -1.182260     1.182260     1.182260     1.190638     1.190638     1.214419     1.214419     1.250800     1.250800     1.328322     1.328322     1.401148     1.401148     1.493224     1.493224     1.509851     1.509851     1.646589     1.646589     1.654878     1.654878     1.809356     1.809356     1.826105     1.826105     1.972813     1.972813     2.011604     2.011604     2.135890     2.135890     2.200015     2.200015     2.295302     2.295302     2.385718     2.385718     2.448589     2.448589     2.564419     2.564419     2.593978     2.593978     2.729832     2.729832     2.732974     2.732974     2.856133     2.856133     2.887537     2.887537     2.971359     2.971359     3.026470     3.026470     3.075271     3.075271     3.147370     3.147370     3.167579     3.167579     3.246041     3.246041     3.250436     3.250436     3.315176     3.315176     3.329395     3.329395     3.369795     3.369795     3.388565     3.388565     3.416668     3.416668     3.424380     3.424380     3.447407     3.447407     3.465946     3.465946
0.004000    -3.466589    -3.466589    -3.448089    -3.448089    -3.425133    -3.425133    -3.417463    -3.417463    -3.389252    -3.389252    -3.369617    -3.369617    -3.329681    -3.329681    -3.315334    -3.315334    -3.250964    -3.250964    -3.246061    -3.246061    -3.167902    -3.167902    -3.147617    -3.147617    -3.075533    -3.075533    -3.026779    -3.026779    -2.971578    -2.971578    -2.887885    -2.887885    -2.856316    -2.856316    -2.733374    -2.733374    -2.729972    -2.729972    -2.594125    -2.594125    -2.564842    -2.564842    -2.448731    -2.448731    -2.386209    -2.386209    -2.295466    -2.295466    -2.200608    -2.200608    -2.136116    -2.136116    -2.012370    -2.012370    -1.973164    -1.973164    -1.827207    -1.827207    -1.809959    -1.809959    -1.656355    -1.656355    -1.648142    -1.648142    -1.512400    -1.512400    -1.497834    -1.497834    -1.404507    -1.404507    -1.324912    -1.324912    -1.246245    -1.246245    -1.205546    -1.205546    -1.184569    -1.184569    -1.175966    -1.175966     1.175966     1.175966     1.184569     1.184569     1.205546     1.205546     1.246245     1.246245     1.324912     1.324912     1.404507     1.404507     1.497834     1.497834     1.512400     1.512400     1.648142     1.648142     1.656355     1.656355     1.809959     1.809959     1.827207     1.827207     1.973164     1.973164     2.012370     2.012370     2.136116     2.136116     2.200608     2.200608     2.295466     2.295466     2.386209     2.386209     2.448731     2.448731     2.564842     2.564842     2.594125     2.594125     2.729972     2.729972     2.733374     2.733374     2.856316     2.856316     2.887885     2.887885     2.971578     2.971578     3.026779     3.026779     3.075533     3.075533     3.147617     3.147617     3.167902     3.167902     3.246061     3.246061     3.250964     3.250964     3.315334     3.315334     3.329681     3.329681     3.369617     3.369617     3.389252     3.389252     3.417463     3.417463     3.425133     3.425133     3.448089     3.448089     3.466589     3.466589
0.004500    -3.467315    -3.467315    -3.448855    -3.448855    -3.425958    -3.425958    -3.418356    -3.418356    -3.390052    -3.390052    -3.369452    -3.369452    -3.329981    -3.329981    -3.315526    -3.315526    -3.251510    -3.251510    -3.246135    -3.246135    -3.168265    -3.168265    -3.147900    -3.147900    -3.075829    -3.075829    -3.027129    -3.027129    -2.971828    -2.971828    -2.888278    -2.888278    -2.856525    -2.856525    -2.733815    -2.733815    -2.730144    -2.730144    -2.594292    -2.594292    -2.565321    -2.565321    -2.448895    -2.448895    -2.386763    -2.386763    -2.295656    -2.295656    -2.201275    -2.201275    -2.136377    -2.136377    -2.013229    -2.013229    -1.973576    -1.973576    -1.828413    -1.828413    -1.810696    -1.810696    -1.657835    -1.657835    -1.650130    -1.650130    -1.515132    -1.515132    -1.503189    -1.503189    -1.406716    -1.406716    -1.321243    -1.321243    -1.241291    -1.241291    -1.196583    -1.196583    -1.177572    -1.177572    -1.169031    -1.169031     1.169031     1.169031     1.177572     1.177572     1.196583     1.196583     1.241291     1.241291     1.321243     1.321243     1.406716     1.406716     1.503189     1.503189     1.515132     1.515132     1.650130     1.650130     1.657835     1.657835     1.810696     1.810696     1.828413     1.828413     1.973576     1.973576     2.013229     2.013229     2.136377     2.136377     2.201275     2.201275     2.295656     2.295656     2.386763     2.386763     2.448895     2.448895     2.565321     2.565321     2.594292     2.594292     2.730144     2.730144     2.733815     2.733815     2.856525     2.856525     2.888278     2.888278     2.971828     2.971828     3.027129     3.027129     3.075829     3.075829     3.147900     3.147900     3.168265     3.168265     3.246135     3.246135     3.251510     3.251510     3.315526     3.315526     3.329981     3.329981     3.369452     3.369452     3.390052     3.390052     3.418356     3.418356     3.425958     3.425958     3.448855     3.448855     3.467315     3.467315
